,item,tag,vec
1259,0,"ok",
1260,0,"im",
1261,0,"kk",
1262,0,"ok",
1263,0,"yes",
1264,0,"yes",
1265,0,"ok",
1266,1,"ok",
1267,0,"omg",
1268,0,"ik",
1269,0,"why",
1270,0,"what you mean",
1271,0,"oh",
1272,0,"lol",
1273,0,"haha",
1274,0,"lol",
1275,0,"lmao",
1276,0,"he",
1277,0,"lol",
1278,0,"joe",
1279,0,"yes",
1280,0,"no",
1281,0,"sorry",
1282,0,"not",
1283,0,"to",
1284,0,"tonight",
1285,0,"i know",
1286,0,"jo",
1287,0,"i kno",
1288,0,"i know",
1289,0,"here",
1290,0,"dinner",
1291,0,"to",
1292,0,"no",
1293,0,"with",
1294,0,"haha",
1295,0,"hahaha",
1296,0,"si",
1297,0,"\uD83D\uDE02\uD83D\uDE02",
1298,0,"yu",
1299,0,"no",
1300,0,"no",
1301,0,"mar",
1302,0,"nope",
1303,0,"np",
1304,0,"ik",
1305,0,"night",
1306,0,"i think",
1307,0,"ok",
1308,0,"hi",
1309,0,"hi",
1310,0,"pls",
1311,0,"aw",
1312,0,"up",
1313,0,"okok",
1314,0,"what happened",
1315,0,"alright",
1316,0,"yep",
1317,0,"i do",
1318,0,"alex",
1319,0,"i will",
1320,0,"yes",
1321,0,"yes sir",
1322,0,"\uD83D\uDE0A",
1323,0,"am",
1324,0,"good",
1325,0,"yeah",
1326,0,"yep",
1327,0,"\uD83D\uDE02\uD83D\uDE02",
1328,0,"\uD83D\uDE18",
1329,0,"yeah",
1330,0,"yeah",
1331,0,"haha",
1332,0,"haha",
1333,0,"haha",
1334,0,"im",
1335,0,"lol",
1336,0,"why not",
1337,0,"hahaha",
1338,0,"ha ha ha",
1339,0,"yea",
1340,0,"yeah",
1341,0,"it is",
1342,0,"call",
1343,0,"im",
1344,0,"good morning",
1345,0,"no",
1346,0,"what",
1347,0,"hey",
1348,0,"he",
1349,0,"hey",
1350,0,"idk",
1351,0,"he",
1352,0,"aww",
1353,0,"hey",
1354,0,"no",
1355,0,"oh",
1356,0,"do",
1357,0,"it",
1358,0,"hi",
1359,0,"i will",
1360,0,"why",
1361,0,"fine",
1362,0,"please",
1363,0,"i know",
1364,0,"why",
1365,0,"aww",
1366,0,"oh",
1367,0,"done",
1368,0,"ur welcome",
1369,0,"i know",
1370,0,"serious",
1371,0,"do",
1372,0,"do",
1373,0,"ok",
1374,0,"where r u",
1375,0,"sorry",
1376,0,"really",
1377,0,"what's up",
1378,0,"u know",
1379,0,"ok",
1380,0,"hi",
1381,0,"hey",
1382,0,"how",
1383,0,"how u",
1384,0,"really",
1385,0,"what",
1386,0,"no",
1387,0,"ok",
1388,0,"ok",
1389,0,"hey",
1390,0,"hey u",
1391,0,"hi",
1392,0,"true",
1393,0,"hey",
1394,0,"hi",
1395,0,"go",
1396,0,"mo",
1397,0,"why",
1398,0,"my",
1399,0,"it",
1400,0,"no",
1401,0,"ok",
1402,0,"ok",
1403,0,"same",
1404,0,"ok",
1405,0,"hi",
1406,0,"ok",
1407,0,"really",
1408,0,"what",
1409,0,"what",
1410,0,"wha",
1411,0,"fine",
1412,0,"what",
1413,0,"oh",
1414,0,"morning",
1415,0,"what",
1416,0,"no",
1417,0,"gn",
1418,0,"ok",
1419,0,"po",
1420,0,"ok",
1421,0,"te",
1422,0,"ok",
1423,0,"ok",
1424,0,"baby",
1425,0,"baby",
1426,0,"mo",
1427,0,"in",
1428,0,"yes",
1429,0,"mor",
1430,0,"im",
1431,0,"mo",
1432,0,"hahah",
1433,0,"\uD83D\uDE02\uD83D\uDE02",
1434,0,"no idea",
1435,0,"goodnight",
1436,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
1437,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
1438,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
1439,0,"hahahaha",
1440,0,"i'm",
1441,0,"you",
1442,0,"i hope so",
1443,0,"ohhh ok",
1444,0,"see",
1445,0,"okay",
1446,0,"oh",
1447,0,"ohh",
1448,0,"you",
1449,0,"your",
1450,0,"you?",
1451,0,"oh",
1452,0,"now",
1453,0,"good",
1454,0,"yes",
1455,0,"yes please",
1456,0,"fuck",
1457,0,"how",
1458,0,"oh",
1459,0,"right",
1460,0,"why",
1461,0,"\uD83D\uDE02\uD83D\uDE02",
1462,0,"hey",
1463,0,"what",
1464,0,"ohhh",
1465,0,"ohhh",
1466,0,"ohhh",
1467,0,"oh ok",
1468,0,"im sorry",
1469,0,"yeah",
1470,0,"what",
1471,0,"what",
1472,0,"pa",
1473,0,"\uD83D\uDE0A",
1474,0,"\uD83D\uDE0A\uD83D\uDE0A\uD83D\uDE0A",
1475,0,"i am",
1476,0,"goodnight",
1477,0,"da",
1478,0,"do",
1479,0,"i am",
1480,0,"ok",
1481,0,"oky",
1482,0,"ok",
1483,0,"okay",
1484,0,"i am",
1485,0,"la",
1486,0,"you know",
1487,0,"ok",
1488,0,"okay",
1489,0,"at",
1490,0,"at",
1491,0,"haha",
1492,0,"i am",
1493,0,"just asking",
1494,0,"so",
1495,0,"call",
1496,0,"at",
1497,0,"thanks",
1498,0,"i am",
1499,0,"you",
1500,0,"what",
1501,0,"you",
1502,0,"\uD83D\uDE00",
1503,1,"\uD83D\uDE00",
1504,0,"nice",
1505,0,"sta",
1506,0,"ok",
1507,0,"dobro",
1508,0,"to",
1509,0,"ah",
1510,0,"ka",
1511,0,"eve",
1512,0,"sto",
1513,0,"mo",
1514,0,"do",
1515,0,"ne",
1516,0,"da",
1517,0,"sto",
1518,0,"ne",
1519,0,"ka",
1520,0,"lo",
1521,0,"sto",
1522,0,"me",
1523,0,"dobro",
1524,0,"do",
1525,0,"dobro",
1526,0,"mo",
1527,0,"ka",
1528,0,"mos",
1529,0,"ok",
1530,0,"ne",
1531,0,"ne",
1532,0,"ok",
1533,0,"is",
1534,0,"nista",
1535,0,"do",
1536,0,"da",
1537,0,"me",
1538,0,"np",
1539,0,"ty",
1540,0,"which one",
1541,0,"\uD83D\uDE0A\uD83D\uDE0A",
1542,0,"\uD83D\uDE0D\uD83D\uDE0D",
1543,0,"what",
1544,0,"what?",
1545,0,"it",
1546,0,"no",
1547,0,"well",
1548,0,"di",
1549,0,"bravo",
1550,0,"mos",
1551,1,"mos",
1552,0,"mos",
1553,0,"hahahah",
1554,0,"pse",
1555,0,"ok",
1556,0,"ok",
1557,0,"ok",
1558,0,"po",
1559,0,"ne",
1560,0,"pse",
1561,0,"po",
1562,0,"so",
1563,0,"spo",
1564,0,"je",
1565,0,"yes",
1566,0,"ok",
1567,0,"ok",
1568,0,"po",
1569,0,"ok",
1570,0,"po",
1571,0,"pse",
1572,0,"ou",
1573,0,"me",
1574,0,"you",
1575,0,"\uD83D\uDE02",
1576,0,"\uD83D\uDE02",
1577,0,"no",
1578,0,"\uD83D\uDE02",
1579,0,"no",
1580,0,"yea",
1581,0,"bye",
1582,0,"you",
1583,0,"\uD83D\uDE02",
1584,0,"ok",
1585,0,"\uD83D\uDE02",
1586,0,"my",
1587,0,"cry",
1588,0,"oh",
1589,0,"\uD83D\uDE02",
1590,0,"what",
1591,0,"fe",
1592,0,"yea",
1593,0,"\uD83D\uDE02",
1594,0,"um",
1595,0,"yea",
1596,0,"\uD83D\uDE02",
1597,0,"\uD83D\uDE02",
1598,0,"i was",
1599,0,"no",
1600,0,"i dunno",
1601,0,"oh",
1602,0,"that sucks",
1603,0,"yea",
1604,0,"\uD83D\uDE02",
1605,0,"oh",
1606,0,"\uD83D\uDE02",
1607,0,"wha",
1608,0,"what",
1609,0,"really",
1610,0,"really?",
1611,0,"\uD83D\uDE02",
1612,0,"?",
1613,0,"im",
1614,0,"night",
1615,0,"aw",
1616,0,"night",
1617,0,"\uD83D\uDE0A",
1618,0,"\uD83D\uDE02",
1619,0,"yea",
1620,0,"he",
1621,0,"see",
1622,0,"\uD83D\uDE02",
1623,0,"\uD83D\uDE02",
1624,0,"yea",
1625,0,"who?",
1626,0,"oh",
1627,0,"oh",
1628,0,"ohh",
1629,0,"ohh",
1630,0,"oh",
1631,0,"january",
1632,0,"so",
1633,0,"sure",
1634,0,"new",
1635,0,"?",
1636,0,"oh",
1637,0,"im",
1638,0,"im",
1639,0,"see",
1640,0,"my",
1641,0,"my",
1642,0,"?",
1643,0,"\uD83D\uDE02",
1644,0,"yea",
1645,0,"\uD83D\uDE02",
1646,0,"oh",
1647,0,"\uD83D\uDE02",
1648,0,"omg",
1649,0,"\uD83D\uDE02",
1650,0,"yea",
1651,0,"\uD83D\uDE02",
1652,0,"okay",
1653,0,"im",
1654,0,"sm",
1655,0,"oh",
1656,0,"he",
1657,0,"candy",
1658,0,"fat",
1659,0,"yeah",
1660,0,"too",
1661,0,"too late",
1662,0,"it",
1663,0,"da da",
1664,0,"mm",
1665,0,"hahahah",
1666,0,"oh",
1667,0,"\uD83D\uDE02",
1668,0,"ok",
1669,0,"an",
1670,0,"it",
1671,0,"th",
1672,0,"good",
1673,0,"ka",
1674,0,"ki",
1675,0,"te",
1676,0,"no",
1677,0,"mm",
1678,1,"mm",
1679,0,"no",
1680,0,"ok",
1681,0,"yep",
1682,0,"da",
1683,0,"ka",
1684,0,"ka",
1685,0,"by",
1686,0,"okay",
1687,0,"okay okay",
1688,0,"lol",
1689,0,"ik",
1690,0,"ikr",
1691,0,"its ok",
1692,0,"tru",
1693,0,"its ok",
1694,0,"there",
1695,0,"nope.",
1696,0,"i was",
1697,0,"ur",
1698,0,"not",
1699,0,"not yet",
1700,0,"am",
1701,0,"ema",
1702,0,"good",
1703,0,"am",
1704,0,"am ok",
1705,0,"it",
1706,0,"no",
1707,0,"no",
1708,0,"nop",
1709,0,"nope",
1710,0,"ohh",
1711,0,"ya",
1712,0,"the",
1713,0,"so",
1714,0,"there",
1715,0,"yes",
1716,0,"but",
1717,0,"there",
1718,0,"no",
1719,0,"no",
1720,0,"wc",
1721,0,"hey",
1722,0,"bi",
1723,0,"okay",
1724,0,"ya",
1725,0,"holy shit",
1726,0,"this one",
1727,0,"okay",
1728,0,"ya",
1729,0,"ily",
1730,0,"no creo",
1731,0,"no",
1732,0,":(",
1733,0,"no",
1734,0,"bueno",
1735,0,"lol",
1736,0,"^^",
1737,0,"jaja",
1738,0,"oh",
1739,0,"no",
1740,0,"no",
1741,0,"what",
1742,0,"\uD83D\uDE02\uD83D\uDE02",
1743,0,"ok",
1744,0,"ok bro",
1745,0,"just got home",
1746,0,"yes",
1747,0,"by",
1748,0,"i kno",
1749,0,"ok",
1750,0,"ok babe",
1751,0,"ch",
1752,0,"you okay?",
1753,0,"who's this",
1754,0,"okay",
1755,0,"it",
1756,0,"ho",
1757,0,"no",
1758,0,"nope",
1759,0,"well",
1760,0,"ok",
1761,0,"okay",
1762,0,"who?",
1763,0,"my",
1764,0,"ahahaha",
1765,0,"nope",
1766,0,"oh",
1767,0,"aye",
1768,0,"dunno",
1769,0,"sleep",
1770,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
1771,0,"come",
1772,0,"go",
1773,0,"and",
1774,0,"right?",
1775,0,"nice",
1776,0,"\uD83D\uDE02",
1777,0,"oyy",
1778,0,"okey",
1779,0,"sleep",
1780,0,"\uD83D\uDE02",
1781,0,"mo",
1782,0,"chocolate",
1783,0,"no",
1784,0,"not",
1785,0,"not yet",
1786,0,"ok love",
1787,0,"yep",
1788,0,"yep",
1789,0,"abi",
1790,0,"hmmmmmm",
1791,0,"awesome",
1792,0,"i don't",
1793,0,"i don't know",
1794,0,"i don't know",
1795,0,"can't",
1796,0,"na na",
1797,0,"no",
1798,0,"here",
1799,1,"here",
1800,0,"and",
1801,0,"hmm",
1802,0,"hmmm",
1803,0,"lol",
1804,0,"what",
1805,0,"je",
1806,0,"ok",
1807,0,"no",
1808,0,"goo",
1809,0,"\uD83D\uDC96",
1810,0,"no",
1811,0,"nothing",
1812,0,"sam",
1813,0,"yeah",
1814,0,"alright",
1815,0,"yeah",
1816,0,"\uD83D\uDE02",
1817,0,"my",
1818,0,"not",
1819,0,"ka",
1820,0,"how",
1821,0,"how are you",
1822,0,"fine",
1823,0,"im",
1824,0,"im fine",
1825,0,"im",
1826,0,"ok",
1827,0,"oh",
1828,0,"call me",
1829,0,"streaks",
1830,0,"mor",
1831,0,"hi",
1832,0,"hi",
1833,0,"nothing",
1834,0,"me",
1835,0,"❤",
1836,0,"so",
1837,0,"lol",
1838,0,"by",
1839,0,"goo",
1840,0,"thank",
1841,0,"thank you",
1842,0,"au",
1843,0,"si",
1844,0,"yes",
1845,0,"yes o",
1846,0,"yes",
1847,0,"yes",
1848,0,"yes o",
1849,0,"thank you",
1850,0,"\uD83D\uDE18\uD83D\uDE18",
1851,0,"cb",
1852,0,"but",
1853,0,"idk",
1854,0,"ok",
1855,0,"what",
1856,0,"ok",
1857,0,"\uD83D\uDE0D\uD83D\uDE0D\uD83D\uDE0D\uD83D\uDE0D\uD83D\uDE0D",
1858,0,"lo",
1859,0,"no",
1860,0,"my",
1861,0,"awwwwww",
1862,0,"ok",
1863,0,"ok xx",
1864,0,"no",
1865,0,"no",
1866,0,"oh",
1867,0,"ok",
1868,0,"ok",
1869,0,"night",
1870,0,"but",
1871,0,"awwwwww",
1872,0,"idk",
1873,0,"mor",
1874,0,"shh",
1875,0,"no",
1876,0,"so",
1877,0,"om",
1878,0,"wt",
1879,0,"bye",
1880,0,"ok",
1881,0,"idk",
1882,0,"ok",
1883,0,"aww",
1884,0,"no",
1885,0,"no u",
1886,0,"see",
1887,0,"my",
1888,0,"\uD83D\uDE0D\uD83D\uDE0D\uD83D\uDE0D\uD83D\uDE0D\uD83D\uDE0D\uD83D\uDE0D\uD83D\uDE0D\uD83D\uDE0D",
1889,0,"nm",
1890,0,"gd",
1891,0,"idk",
1892,0,"goo",
1893,0,"phone",
1894,0,"\uD83D\uDE02\uD83D\uDE02",
1895,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
1896,0,"cr",
1897,0,"\uD83D\uDE02\uD83D\uDE02",
1898,0,"\uD83D\uDE02\uD83D\uDE02",
1899,0,"hahah",
1900,0,"\uD83D\uDE02\uD83D\uDE02",
1901,0,"\uD83D\uDE02",
1902,0,"\uD83D\uDE02",
1903,0,"are",
1904,0,"mo",
1905,0,"owk",
1906,1,"owk",
1907,0,"why",
1908,0,"tru",
1909,0,"wha",
1910,0,"i can't",
1911,0,"what",
1912,0,"i kno",
1913,0,"wha",
1914,0,"the",
1915,0,"true",
1916,0,"streaks",
1917,0,"ew",
1918,0,"ok",
1919,0,"\uD83D\uDE0A",
1920,0,"vi",
1921,0,"lo",
1922,0,"lo",
1923,0,"da",
1924,0,"my",
1925,0,"ok",
1926,0,"okay",
1927,0,"ok",
1928,0,"okay",
1929,0,"am",
1930,0,"okay",
1931,0,"wat",
1932,0,"wat",
1933,0,"watsup",
1934,0,"mo",
1935,0,"hmmmm",
1936,0,"i dey",
1937,0,"hmm",
1938,0,"hmmmm",
1939,0,"lok",
1940,0,"i swear",
1941,0,"amen",
1942,0,"st",
1943,0,"today",
1944,0,"nah",
1945,0,"too",
1946,0,"i swear",
1947,0,"go",
1948,0,"nothing",
1949,0,"sound",
1950,0,"really",
1951,0,"i know",
1952,0,"oh",
1953,0,"haha",
1954,0,"ok",
1955,0,"nooo",
1956,0,"pa",
1957,0,"thank",
1958,0,"ok",
1959,0,"gd",
1960,0,"wednesday",
1961,0,"ok",
1962,0,"no",
1963,0,"no worries",
1964,0,"thank you",
1965,0,"ok",
1966,0,"thank",
1967,0,"\uD83D\uDE2A",
1968,0,"no",
1969,0,"in",
1970,0,"\uD83D\uDE0A",
1971,0,"ohhh",
1972,0,"te extraño",
1973,0,"\uD83D\uDE2A",
1974,0,"me",
1975,0,"me",
1976,0,"i'm",
1977,0,"happy",
1978,0,"\uD83D\uDE14\uD83D\uDE14\uD83D\uDE14",
1979,0,"i know",
1980,0,"yup",
1981,0,"\uD83D\uDE22\uD83D\uDE22\uD83D\uDE22",
1982,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
1983,0,"pa da",
1984,0,"to",
1985,0,"❤",
1986,0,"mo",
1987,0,"lo",
1988,0,"no",
1989,0,"not",
1990,0,"yes",
1991,0,"no",
1992,0,"pen",
1993,0,"there",
1994,0,"sa",
1995,0,"goo",
1996,0,"\uD83D\uDE18",
1997,0,"\uD83D\uDE18\uD83D\uDE18\uD83D\uDE18",
1998,0,"\uD83D\uDE18\uD83D\uDE18\uD83D\uDE18",
1999,0,"omg",
2000,0,"lol",
2001,0,"up",
2002,0,"\uD83D\uDE02",
2003,0,"wow",
2004,0,"hahahahaha",
2005,0,"idk",
2006,0,"hahahaha",
2007,0,"no",
2008,0,"....",
2009,0,"hahaha",
2010,0,"omg",
2011,0,"ik",
2012,0,"huh",
2013,0,"ik",
2014,0,"oh",
2015,0,"idk",
2016,0,":)",
2017,0,"oke",
2018,0,"hahaha",
2019,0,"hahaha",
2020,0,"oke",
2021,0,"ik",
2022,0,"lol",
2023,0,"hahahaha",
2024,0,"ik",
2025,0,":)",
2026,0,"idk",
2027,0,"idk",
2028,0,"lol",
2029,0,"ok",
2030,0,"lol",
2031,0,"lol",
2032,0,"omg",
2033,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
2034,0,"hahahaha",
2035,0,"hahahahaha",
2036,0,"nice",
2037,0,"oh",
2038,0,":)",
2039,0,"hahah",
2040,0,"oke",
2041,0,"hahahaha",
2042,0,"oke",
2043,0,"hi",
2044,0,"why",
2045,0,"\uD83D\uDE02\uD83D\uDE02",
2046,0,"di",
2047,0,"\uD83D\uDE02",
2048,0,"okay",
2049,0,"no",
2050,0,"yeah",
2051,0,"your",
2052,0,"show",
2053,0,"no",
2054,0,"\uD83D\uDE02",
2055,0,"ty",
2056,0,"\uD83D\uDE02",
2057,0,"\uD83D\uDE02\uD83D\uDE02",
2058,0,"what",
2059,0,"i love",
2060,0,"\uD83D\uDE02",
2061,0,"\uD83D\uDE02\uD83D\uDE02",
2062,1,"\uD83D\uDE02\uD83D\uDE02",
2063,0,"yea",
2064,0,"yeah",
2065,0,"sa",
2066,0,"\uD83D\uDE02\uD83D\uDE02",
2067,0,"\uD83D\uDE02",
2068,0,"oh",
2069,0,"om",
2070,0,"❤",
2071,0,"\uD83D\uDE02",
2072,0,"sorry",
2073,0,"\uD83D\uDE02\uD83D\uDE02",
2074,0,"oh",
2075,0,"oh my",
2076,0,"ok",
2077,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
2078,0,"th",
2079,0,"and",
2080,0,"ok",
2081,0,"ok",
2082,0,"ok",
2083,0,"mo",
2084,0,"se",
2085,0,"ok",
2086,0,"sup",
2087,0,"da",
2088,0,"hahaha",
2089,0,"hahaha",
2090,0,"da",
2091,0,"to",
2092,0,"po",
2093,0,"vi",
2094,0,"ok",
2095,0,"je",
2096,0,"ok",
2097,0,"da",
2098,0,"?",
2099,0,"?",
2100,1,"?",
2101,0,"ok",
2102,0,"to",
2103,0,"ok",
2104,0,"haha",
2105,0,"hahaha",
2106,0,"hahaha",
2107,0,"hahaha",
2108,0,"ka",
2109,0,"ok",
2110,0,"po",
2111,0,"go",
2112,0,"ok",
2113,0,"he",
2114,0,"ok.",
2115,0,"morning",
2116,0,"ca",
2117,0,"hi",
2118,0,"hi dear",
2119,0,"do",
2120,0,"di",
2121,0,"ok",
2122,0,"hi",
2123,0,"it",
2124,0,"you",
2125,0,"hi",
2126,0,"it",
2127,0,"ok",
2128,0,"❤",
2129,0,"❤",
2130,0,"kk",
2131,0,"ok",
2132,1,"ok",
2133,0,"coo",
2134,0,"coo",
2135,1,"coo",
2136,0,"add",
2137,0,"hii",
2138,0,"lol",
2139,0,"am",
2140,0,"amen",
2141,0,"lol",
2142,1,"lol",
2143,0,"he",
2144,0,"hi",
2145,0,"yes",
2146,0,"are",
2147,0,"am",
2148,0,"am fine",
2149,0,"he",
2150,0,"hey",
2151,0,"so",
2152,0,"it",
2153,0,"what",
2154,0,"yea",
2155,0,"yes",
2156,0,"you",
2157,0,"lol",
2158,0,"i will",
2159,0,"ok",
2160,0,"lol",
2161,0,"\uD83D\uDE02\uD83D\uDE02",
2162,0,"hi",
2163,0,"it was",
2164,0,"he",
2165,0,"fu",
2166,0,"what",
2167,0,"lol",
2168,0,"no",
2169,0,"nothing",
2170,0,"lol",
2171,0,"yes",
2172,0,"yes lol",
2173,0,"goo",
2174,0,"no",
2175,0,"good night",
2176,0,"mu",
2177,0,"sorry",
2178,0,"so",
2179,0,"sorry",
2180,0,"lil",
2181,0,"oh",
2182,0,"ok",
2183,0,"\uD83D\uDE02",
2184,0,"lo",
2185,0,"hmmm",
2186,0,"it",
2187,0,"it is",
2188,0,"no",
2189,0,"so",
2190,0,"so what",
2191,0,"so",
2192,0,"so what",
2193,0,"no",
2194,0,"no no",
2195,0,"to",
2196,0,"wt",
2197,0,"th",
2198,0,"idk",
2199,0,"it",
2200,0,"oh",
2201,0,"oh ok",
2202,0,"now",
2203,0,"now",
2204,0,"day",
2205,0,"no",
2206,0,"now",
2207,0,"sorry",
2208,0,"ok",
2209,0,"ok",
2210,0,"te",
2211,0,"yes",
2212,0,"oh",
2213,0,"hai",
2214,0,"ga",
2215,0,"❤",
2216,0,"goo",
2217,0,"goo",
2218,0,"\uD83D\uDC4D",
2219,0,"haha",
2220,0,"haha",
2221,0,"vazi",
2222,0,"jajajaa",
2223,0,"jajaja",
2224,0,"okayyy",
2225,0,"\uD83D\uDE18",
2226,0,"co",
2227,0,"hahahhahaha",
2228,0,"hahahahahahha",
2229,0,"hahahaha",
2230,0,"hahahahhaha",
2231,0,"ph",
2232,0,"\uD83D\uDE02",
2233,0,"\uD83D\uDC9C",
2234,0,"bro",
2235,0,"\uD83D\uDE02\uD83D\uDE02",
2236,0,"\uD83D\uDE02",
2237,0,"i'm not sure",
2238,0,"that",
2239,0,"i love you.",
2240,0,"❤",
2241,0,"hi beautiful",
2242,0,"❤",
2243,0,"❤",
2244,0,"go",
2245,0,"❤",
2246,0,"yummy",
2247,0,"okay bro",
2248,0,"bro",
2249,0,"today",
2250,0,"which",
2251,0,"❤",
2252,0,"he",
2253,0,"❤",
2254,0,"goo",
2255,0,"❤",
2256,0,"❤❤",
2257,0,"❤",
2258,0,"ne",
2259,0,"hey",
2260,0,"hey u",
2261,0,"lol",
2262,0,"ff",
2263,1,"ff",
2264,0,"you?",
2265,0,"ok",
2266,0,"what",
2267,0,"be",
2268,0,"miss",
2269,0,"and",
2270,0,"ok",
2271,0,"to",
2272,0,"ok",
2273,0,"no",
2274,0,"ok",
2275,0,"hi",
2276,0,"ok",
2277,0,"ok",
2278,0,"ok",
2279,0,"ik",
2280,0,"so",
2281,0,"...",
2282,0,"?",
2283,0,"???",
2284,0,"why",
2285,0,"what",
2286,0,"its ok",
2287,0,"its ok",
2288,0,"lo",
2289,0,"it",
2290,0,"its ok",
2291,0,"no",
2292,0,"yea",
2293,0,"what",
2294,0,"no",
2295,1,"no",
2296,0,"what",
2297,0,"oh",
2298,0,"ohh",
2299,0,"so",
2300,0,"...",
2301,0,"?",
2302,0,"???",
2303,0,"plz",
2304,0,"pls",
2305,0,"am",
2306,0,"no",
2307,0,"am",
2308,0,"no",
2309,0,"no u",
2310,0,"i will",
2311,0,"huh",
2312,0,"?",
2313,0,"ok",
2314,0,"ok",
2315,0,"what",
2316,0,"no",
2317,0,"???",
2318,0,"ohh",
2319,0,"lol",
2320,0,"?",
2321,0,"???",
2322,1,"???",
2323,0,"?",
2324,0,"???",
2325,0,"i promise",
2326,0,"?",
2327,0,"???",
2328,0,"ohhh",
2329,0,"why",
2330,0,"no",
2331,0,"ik",
2332,0,"?",
2333,0,"???",
2334,0,"ok",
2335,0,"ok",
2336,0,"no",
2337,0,"no",
2338,0,"no",
2339,0,"no",
2340,0,"no",
2341,0,"me too",
2342,0,"so",
2343,0,"?",
2344,0,"???",
2345,0,"so",
2346,0,"???",
2347,0,"helli",
2348,1,"helli",
2349,0,"no",
2350,0,"night",
2351,0,"gt",
2352,0,"bye",
2353,0,"so",
2354,0,"is",
2355,0,"i know",
2356,0,"ok",
2357,0,"ok",
2358,0,"or",
2359,0,"ok",
2360,0,"sur",
2361,0,"no",
2362,0,"good",
2363,0,"i know",
2364,0,"\uD83D\uDE18\uD83D\uDE18",
2365,0,"i love",
2366,0,"goo",
2367,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
2368,0,"\uD83D\uDE02\uD83D\uDE02",
2369,0,"\uD83D\uDE02",
2370,0,"okay",
2371,0,"goo",
2372,0,"miss",
2373,0,"go",
2374,0,"babe",
2375,0,"ok",
2376,0,"i love",
2377,0,"wa",
2378,0,"at work",
2379,0,"on my way",
2380,0,"wha",
2381,0,"yea",
2382,0,"lok",
2383,0,"is",
2384,0,"eh",
2385,0,"oh",
2386,0,"ok",
2387,0,"ok fine",
2388,0,"anything",
2389,0,"so",
2390,0,"so",
2391,0,"no",
2392,0,"no i'm not",
2393,0,"im",
2394,0,"i am",
2395,0,"so",
2396,0,"tell me",
2397,0,"see",
2398,0,"oh",
2399,0,"hu",
2400,0,"lol",
2401,0,"yea",
2402,0,"it",
2403,0,"it is",
2404,0,"sam",
2405,0,"yea",
2406,0,"what",
2407,0,"lol",
2408,0,"no",
2409,0,"no",
2410,0,"not",
2411,0,"not really",
2412,0,"rea",
2413,0,"oh",
2414,0,"?",
2415,0,"am",
2416,0,"ok",
2417,0,"no",
2418,0,"ok",
2419,0,"come over",
2420,0,"wa",
2421,0,"oh",
2422,0,"why",
2423,0,"jas",
2424,0,"no",
2425,0,"po",
2426,0,"\uD83D\uDE02",
2427,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
2428,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
2429,0,"same",
2430,0,"\uD83D\uDE02",
2431,0,"\uD83D\uDE02",
2432,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
2433,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
2434,0,"\uD83D\uDE02\uD83D\uDE02",
2435,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
2436,0,"you",
2437,0,"\uD83D\uDE02\uD83D\uDE02",
2438,0,"ok",
2439,0,"was",
2440,0,"nice",
2441,0,"ok",
2442,0,"good",
2443,0,"hey",
2444,0,"am",
2445,0,"am",
2446,0,"ah",
2447,0,"\uD83D\uDE18",
2448,0,"maria",
2449,0,"night",
2450,0,"\uD83D\uDE02",
2451,0,"start",
2452,1,"start",
2453,0,"ki",
2454,0,"sta",
2455,0,"ya",
2456,0,"ya",
2457,0,"okej",
2458,0,"mo",
2459,0,"streaks",
2460,0,"mo",
2461,0,"streaks",
2462,0,"me",
2463,0,"it",
2464,0,"oh",
2465,0,"oh",
2466,0,"lol",
2467,0,"funny",
2468,1,"hold up",
2469,0,"wut",
2470,0,"pic",
2471,0,"oh",
2472,0,"oh",
2473,1,"oh",
2474,0,"im",
2475,0,"hehehe",
2476,0,"no",
2477,0,"im",
2478,0,"mom",
2479,0,"morning",
2480,0,"wow",
2481,0,"what",
2482,1,"what",
2483,0,"fa",
2484,0,"seriously?",
2485,0,"hold up",
2486,0,"im",
2487,0,"up",
2488,1,"up",
2489,0,"ur",
2490,0,"it",
2491,0,"nope",
2492,0,"thanks",
2493,0,"ur",
2494,0,"urs",
2495,0,"what?",
2496,0,"what?",
2497,0,"what?",
2498,0,"ok",
2499,0,"why?",
2500,0,"why?",
2501,0,"ok",
